@relation "Demographic Clustering"

@attribute "Member id" numeric
@attribute SEC real
@attribute FEH real
@attribute MT real
@attribute SEX real
@attribute AGE real
@attribute EDU real
@attribute HS real
@attribute CHILD real
@attribute CS real
@attribute "Affluence Index" real

@data
1163670,1,3,10,1,4,5,5,3,1,22
1163760,1,1,4,2,4,4,9,1,1,36
1163830,1,1,4,2,2,7,4,2,1,49
1165010,1,3,10,2,4,5,4,4,1,0
1165070,3,1,10,2,4,5,7,2,1,15
1165090,1,3,10,2,4,5,3,4,1,22
1165100,2,1,4,2,4,6,3,4,1,17
1165160,1,3,10,2,4,6,3,4,1,27
1165310,1,1,10,2,4,5,2,4,1,25
1165330,2,1,4,2,4,5,4,4,1,31
1165390,3,1,4,2,4,4,3,4,1,19
1165460,2,3,10,2,4,5,6,3,1,23
1165720,2,3,5,2,4,4,4,4,1,31
1166020,3,3,17,2,4,1,7,2,1,26
1166080,2,1,10,2,4,8,2,4,1,21
1166340,2,1,4,2,4,5,5,4,1,48
1166460,2,3,10,2,4,5,3,4,1,40
1166470,3,1,10,2,4,5,2,4,1,29
1166740,2,3,10,2,4,3,5,1,1,38
1166870,2,3,10,2,4,4,6,4,1,13
1166960,3,1,10,2,4,5,5,4,1,19
1166980,2,1,10,2,4,4,3,4,1,25
1167090,2,3,10,2,4,5,5,4,1,15
1167230,3,3,10,2,3,5,4,4,1,29
1167340,3,3,17,2,4,4,9,4,1,13
1167350,2,1,4,2,4,5,2,4,2,20
1167670,3,3,10,2,4,4,6,4,1,15
