Member id,No. of Brands,Brand Runs,Total Volume,No. of  Trans,Value,Trans / Brand Runs,Vol/Tran,Avg. Price ,Pur Vol No Promo - %,Pur Vol Promo 6 %,Pur Vol Other Promo %,"Br. Cd. 57, 144",Br. Cd. 55,Br. Cd. 272,Br. Cd. 286,Br. Cd. 24,Br. Cd. 481,Br. Cd. 352,Br. Cd. 5,Others 999,Pr Cat 1,Pr Cat 2,Pr Cat 3,Pr Cat 4,PropCat 5,PropCat 6,PropCat 7,PropCat 8,PropCat 9,PropCat 10,PropCat 11,PropCat 12,PropCat 13,PropCat 14,PropCat 15
1047350,8,23,26250,65,2340.00,2.83,403.85,8.91,1.00000,0.00000,0.00000,0.18667,0.49143,0.00857,0.00000,0.06571,0.02286,0.00762,0.00571,0.21143,0.10000,0.32000,0.57143,0.00857,0.23714,0.04286,0.01048,0.02286,0.00762,0.00000,0.02286,0.00000,0.06571,0.57143,0.01905
1047420,2,2,14350,25,818.50,12.50,574.00,5.70,0.95819,0.00000,0.04181,0.00000,0.99303,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00697,0.00697,0.00000,0.99303,0.00000,0.00000,0.00000,0.00000,0.00000,0.00697,0.00000,0.00000,0.00000,0.00000,0.99303,0.00000
1047610,3,15,7125,33,1196.00,2.20,215.91,16.79,0.78596,0.00000,0.21404,0.01404,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08421,0.90175,0.92281,0.06667,0.00000,0.01053,0.04912,0.91228,0.00000,0.01053,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02807
1047650,2,4,1050,4,111.00,1.00,262.50,10.57,0.50000,0.00000,0.50000,0.28571,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.71429,0.21429,0.78571,0.00000,0.00000,0.78571,0.00000,0.21429,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1047750,5,16,19650,46,1874.25,2.88,427.17,9.54,1.00000,0.00000,0.00000,0.41730,0.25191,0.00000,0.06616,0.00000,0.04580,0.00000,0.00000,0.21883,0.03053,0.68702,0.26209,0.02036,0.66158,0.01527,0.00000,0.00000,0.00000,0.00000,0.06107,0.00000,0.00000,0.26209,0.00000
1047760,2,13,11450,24,1100.50,1.85,477.08,9.61,0.73799,0.26201,0.00000,0.00000,0.00000,0.07860,0.00000,0.00000,0.00000,0.00000,0.00000,0.92140,0.02402,0.36026,0.00000,0.61572,0.63100,0.00000,0.00000,0.27511,0.01747,0.00000,0.00000,0.00655,0.00000,0.00000,0.06987
1047870,4,13,29350,35,3070.50,2.69,838.57,10.46,0.83646,0.00000,0.16354,0.71550,0.02044,0.00000,0.00000,0.00000,0.00000,0.04089,0.00000,0.22317,0.00256,0.97359,0.02385,0.00000,0.93015,0.00000,0.04600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02385,0.00000
1047980,1,1,150,1,37.00,1.00,150.00,24.67,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000
1050050,4,10,15950,27,1031.50,2.70,590.74,6.47,0.85893,0.01881,0.12226,0.01881,0.78997,0.00000,0.00000,0.00000,0.00470,0.00000,0.00000,0.18652,0.00000,0.14107,0.78997,0.06897,0.14420,0.03762,0.02351,0.00000,0.00000,0.00000,0.00470,0.00000,0.00000,0.78997,0.00000
1050210,6,20,10625,44,2190.00,2.20,241.48,20.61,1.00000,0.00000,0.00000,0.06588,0.00000,0.00000,0.02824,0.32471,0.01412,0.00000,0.03529,0.53176,0.84000,0.16000,0.00000,0.00000,0.10824,0.14353,0.08471,0.00000,0.05647,0.00941,0.01412,0.00000,0.58353,0.00000,0.00000
1054110,4,20,25400,40,1950.50,2.00,635.00,7.68,0.94094,0.05906,0.00000,0.18504,0.37205,0.00000,0.00000,0.00000,0.00000,0.02362,0.00000,0.41929,0.00000,0.41535,0.37205,0.21260,0.59252,0.01181,0.02362,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37205,0.00000
1054270,2,5,9000,30,579.50,6.00,300.00,6.44,1.00000,0.00000,0.00000,0.00000,0.90000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10000,0.10000,0.00000,0.90000,0.00000,0.00000,0.00000,0.03333,0.00000,0.06667,0.00000,0.00000,0.00000,0.00000,0.90000,0.00000
1054310,4,17,9300,31,1477.50,1.82,300.00,15.89,1.00000,0.00000,0.00000,0.04301,0.00000,0.02419,0.00000,0.00000,0.00000,0.00000,0.09677,0.83602,0.69892,0.30108,0.00000,0.00000,0.05108,0.91398,0.00000,0.02419,0.00000,0.01075,0.00000,0.00000,0.00000,0.00000,0.00000
1055060,5,24,10550,48,1498.00,2.00,219.79,14.20,0.97156,0.00000,0.02844,0.13270,0.00000,0.00711,0.00000,0.02844,0.00000,0.00000,0.06398,0.76777,0.22275,0.76303,0.00000,0.01422,0.22986,0.61848,0.00000,0.01422,0.00000,0.00000,0.00000,0.07346,0.02844,0.00000,0.03555
1055160,5,20,13075,45,1435.50,2.25,290.56,10.98,0.93117,0.04589,0.02294,0.03824,0.00000,0.00000,0.02294,0.00000,0.00000,0.35182,0.01147,0.57553,0.08604,0.76864,0.01530,0.13002,0.19120,0.39006,0.40344,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01530,0.00000
1055260,3,5,20125,25,1216.00,5.00,805.00,6.04,1.00000,0.00000,0.00000,0.00000,0.93168,0.00000,0.00000,0.00000,0.00000,0.00000,0.00373,0.06460,0.00870,0.05963,0.93168,0.00000,0.00000,0.06335,0.00000,0.00000,0.00497,0.00000,0.00000,0.00000,0.00000,0.93168,0.00000
1055330,8,32,12300,57,1367.50,1.78,215.79,11.12,1.00000,0.00000,0.00000,0.30894,0.00000,0.00610,0.26829,0.00610,0.00610,0.05691,0.01220,0.33537,0.05488,0.91057,0.01626,0.01829,0.69106,0.20325,0.06301,0.03049,0.00000,0.00000,0.00610,0.00000,0.00610,0.00000,0.00000
1057150,2,4,5375,10,388.50,2.50,537.50,7.23,0.96279,0.00000,0.03721,0.00000,0.66977,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.33023,0.09302,0.13953,0.76744,0.00000,0.00000,0.13953,0.00000,0.00000,0.09302,0.00000,0.00000,0.00000,0.00000,0.76744,0.00000
1057280,2,10,11300,34,1166.50,3.40,332.35,10.32,0.97345,0.00000,0.02655,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.76106,0.00000,0.23894,0.09292,0.90708,0.00000,0.00000,0.05310,0.00000,0.85398,0.02655,0.05310,0.00000,0.00000,0.00000,0.00000,0.00000,0.01327
1057410,3,17,13950,31,1290.50,1.82,450.00,9.25,1.00000,0.00000,0.00000,0.17921,0.32258,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.49821,0.00538,0.65771,0.32258,0.01434,0.23656,0.44086,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.32258,0.00000
1057500,3,12,16100,27,1549.00,2.25,596.30,9.62,0.90683,0.00000,0.09317,0.29193,0.28882,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.41925,0.00000,0.71118,0.28882,0.00000,0.44099,0.03727,0.19565,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.28882,0.03727
1057510,3,10,24560,46,1951.00,4.60,533.91,7.94,0.97557,0.00000,0.02443,0.13029,0.34202,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.52769,0.17508,0.15717,0.34202,0.32573,0.48290,0.00000,0.00000,0.00000,0.17508,0.00000,0.00000,0.00000,0.00000,0.34202,0.00000
1057550,4,24,16225,33,1488.00,1.38,491.67,9.17,0.74114,0.23421,0.02465,0.02465,0.11094,0.04622,0.00000,0.00000,0.00000,0.00000,0.00000,0.81818,0.17257,0.69800,0.11094,0.01849,0.72265,0.00000,0.05085,0.06934,0.00000,0.00000,0.00000,0.00000,0.00000,0.11094,0.04622
1057580,3,21,11775,35,1058.50,1.67,336.43,8.99,0.94904,0.05096,0.00000,0.11890,0.06369,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.81741,0.26964,0.19533,0.13163,0.40340,0.54777,0.02548,0.08280,0.00000,0.18684,0.00000,0.00000,0.00000,0.00000,0.13163,0.02548
1057800,5,23,16975,44,1649.00,1.91,385.80,9.71,0.89838,0.10162,0.00000,0.03535,0.00000,0.00884,0.03535,0.00000,0.03535,0.00000,0.00000,0.88513,0.06186,0.70250,0.01767,0.21797,0.79676,0.09720,0.00000,0.05302,0.00000,0.00000,0.03535,0.00000,0.00000,0.01767,0.00000
1057930,5,34,19425,55,3079.50,1.62,353.18,15.85,0.94466,0.01931,0.03604,0.02317,0.00000,0.00000,0.01544,0.08494,0.00000,0.00000,0.14286,0.73359,0.54955,0.36808,0.02059,0.06178,0.15058,0.51480,0.05019,0.00772,0.04633,0.01544,0.00000,0.01158,0.17503,0.02059,0.00772
1058000,4,11,11450,28,1179.00,2.55,408.93,10.30,0.94760,0.00000,0.05240,0.13974,0.00000,0.00000,0.00000,0.00000,0.01310,0.06987,0.00000,0.77729,0.02620,0.97380,0.00000,0.00000,0.89083,0.00000,0.06987,0.00000,0.02620,0.00000,0.01310,0.00000,0.00000,0.00000,0.00000
1058010,4,30,12000,62,1331.00,2.07,193.55,11.09,0.90625,0.05000,0.04375,0.04167,0.00000,0.00000,0.00000,0.00000,0.00625,0.11667,0.00000,0.83542,0.11875,0.69583,0.01667,0.16875,0.39792,0.02500,0.42292,0.05625,0.07500,0.00000,0.00625,0.00000,0.00000,0.01667,0.00000
1058190,3,18,9950,43,834.50,2.39,231.40,8.39,0.78392,0.13317,0.08291,0.05025,0.13568,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.81407,0.17085,0.18844,0.13568,0.50503,0.57035,0.00000,0.00000,0.05276,0.17085,0.00000,0.00000,0.00000,0.00000,0.13568,0.07035
1058350,3,5,16800,24,1067.50,4.80,700.00,6.35,1.00000,0.00000,0.00000,0.13095,0.83929,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02976,0.00000,0.13095,0.83929,0.02976,0.16071,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.83929,0.00000
1058370,4,12,14375,36,1382.00,3.00,399.31,9.61,1.00000,0.00000,0.00000,0.16696,0.22957,0.00000,0.00000,0.00000,0.00000,0.09739,0.00000,0.50609,0.22783,0.54261,0.22957,0.00000,0.44522,0.00000,0.09739,0.00000,0.22261,0.00000,0.00000,0.00522,0.00000,0.22957,0.00000
1060050,4,16,15050,26,1570.50,1.63,578.85,10.44,1.00000,0.00000,0.00000,0.00000,0.11960,0.13953,0.25249,0.00000,0.00000,0.00000,0.00000,0.48837,0.01993,0.82060,0.15947,0.00000,0.40199,0.27907,0.00000,0.13953,0.01993,0.00000,0.00000,0.00000,0.00000,0.15947,0.00000
1060130,2,15,19400,59,1524.50,3.93,328.81,7.86,0.48454,0.41753,0.09794,0.00000,0.20103,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.79897,0.24742,0.06186,0.22165,0.46907,0.57732,0.02577,0.00000,0.00000,0.18557,0.00000,0.00000,0.00000,0.00000,0.21134,0.00000
1060150,3,17,21150,22,2012.00,1.29,961.36,9.51,0.63475,0.36525,0.00000,0.00000,0.00000,0.01064,0.00000,0.00000,0.12766,0.00000,0.00000,0.86170,0.25887,0.23759,0.00000,0.50355,0.71986,0.05674,0.00000,0.09574,0.00000,0.00000,0.12766,0.00000,0.00000,0.00000,0.00000
1060230,4,18,9600,41,1537.50,2.28,234.15,16.02,0.97656,0.02344,0.00000,0.04167,0.00000,0.20313,0.03125,0.00000,0.00000,0.00000,0.20313,0.52083,0.70833,0.29167,0.00000,0.00000,0.07292,0.28906,0.20313,0.43490,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1060260,5,30,14225,93,1541.00,3.10,152.96,10.83,0.97891,0.02109,0.00000,0.04218,0.25308,0.02636,0.00000,0.00000,0.16344,0.00000,0.00000,0.51494,0.23199,0.50439,0.25308,0.01054,0.18278,0.04218,0.17750,0.02636,0.15466,0.00000,0.16344,0.00000,0.00000,0.25308,0.00000
1060330,3,4,7650,15,459.00,3.75,510.00,6.00,0.98039,0.00000,0.01961,0.00000,0.94118,0.00000,0.00000,0.01961,0.00000,0.00000,0.00000,0.03922,0.01961,0.00000,0.98039,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01961,0.98039,0.00000
1060370,9,62,16025,138,1706.00,2.23,116.12,10.65,0.94696,0.04680,0.00624,0.08112,0.19657,0.02808,0.04368,0.00936,0.01404,0.13729,0.00936,0.48050,0.28861,0.44774,0.19657,0.06708,0.33073,0.02964,0.19345,0.09048,0.13105,0.00000,0.01872,0.00000,0.00936,0.19657,0.00000
1060420,5,21,8850,38,982.50,1.81,232.89,11.10,0.97740,0.00000,0.02260,0.00000,0.01695,0.00847,0.29379,0.00000,0.00000,0.00000,0.04237,0.63842,0.20621,0.72599,0.06780,0.00000,0.48023,0.33051,0.00000,0.00847,0.11299,0.00000,0.00000,0.00000,0.00000,0.06780,0.00000
1060590,2,20,15425,43,1380.50,2.15,358.72,8.95,0.72609,0.27391,0.00000,0.00000,0.00000,0.00000,0.02593,0.00000,0.00000,0.00000,0.00000,0.97407,0.08428,0.04052,0.00000,0.87520,0.67747,0.00000,0.00000,0.23825,0.08428,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1060640,5,27,15675,88,2123.50,3.26,178.13,13.55,0.97129,0.00000,0.02871,0.00000,0.07656,0.00000,0.26794,0.08612,0.00000,0.00000,0.14833,0.42105,0.45136,0.42903,0.08931,0.03030,0.27911,0.23445,0.15311,0.01914,0.11483,0.00000,0.00000,0.00000,0.11005,0.08931,0.00000
1060650,2,9,14660,22,1540.80,2.44,666.36,10.51,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.77080,0.00000,0.00000,0.00000,0.00000,0.22920,0.05116,0.94884,0.00000,0.00000,0.95498,0.00000,0.01023,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03479
1060720,5,19,34025,96,5707.00,5.05,354.43,16.77,1.00000,0.00000,0.00000,0.05070,0.00000,0.00000,0.00000,0.24247,0.05952,0.00000,0.01984,0.62748,0.58339,0.41661,0.00000,0.00000,0.09772,0.37693,0.00000,0.02057,0.20279,0.00000,0.05952,0.00000,0.24247,0.00000,0.00000
1060760,2,18,22900,32,2856.75,1.78,715.63,12.47,0.97162,0.01965,0.00873,0.48035,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.51965,0.25109,0.64410,0.00000,0.10480,0.82096,0.00000,0.00983,0.14083,0.00000,0.02838,0.00000,0.00000,0.00000,0.00000,0.00000
1060810,2,14,25875,45,1958.00,3.21,575.00,7.57,0.83285,0.02029,0.14686,0.00000,0.68986,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.31014,0.22029,0.04348,0.73623,0.00000,0.03188,0.05797,0.00000,0.00000,0.19710,0.00000,0.00000,0.00000,0.00000,0.71304,0.00000
1060920,3,14,40475,27,4353.00,1.93,1499.07,10.75,0.99012,0.00988,0.00000,0.63249,0.00000,0.00371,0.00000,0.00000,0.00000,0.00000,0.00000,0.36380,0.05003,0.94009,0.00000,0.00988,0.96109,0.00000,0.00000,0.00556,0.00000,0.03335,0.00000,0.00000,0.00000,0.00000,0.00000
1060980,3,17,11025,33,1482.00,1.94,334.09,13.44,0.97959,0.00000,0.02041,0.66440,0.00000,0.00000,0.00000,0.00000,0.00000,0.05442,0.00000,0.28118,0.41497,0.55782,0.00000,0.02721,0.82313,0.00000,0.14286,0.00000,0.00000,0.03401,0.00000,0.00000,0.00000,0.00000,0.00000
1061080,3,17,8700,36,1179.50,2.12,241.67,13.56,0.95115,0.04885,0.00000,0.35632,0.00000,0.00000,0.00000,0.00000,0.20690,0.00000,0.00000,0.37069,0.32471,0.67529,0.00000,0.00000,0.47701,0.00862,0.00000,0.26437,0.00000,0.03448,0.21552,0.00000,0.00000,0.00000,0.00000
1061130,4,12,17950,32,2204.50,2.67,560.94,12.28,0.94150,0.05014,0.00836,0.03343,0.00000,0.00836,0.00000,0.00418,0.00000,0.00000,0.00000,0.97632,0.72284,0.27716,0.00000,0.00000,0.07799,0.02368,0.88162,0.00836,0.00000,0.00000,0.00418,0.00000,0.00418,0.00000,0.00000
1061180,3,27,20875,65,2085.50,2.41,321.15,9.99,0.92216,0.07784,0.00000,0.00000,0.00000,0.02515,0.00000,0.00000,0.03952,0.00000,0.00000,0.93533,0.37246,0.17964,0.00000,0.44790,0.56048,0.03473,0.16766,0.03473,0.16287,0.00000,0.03952,0.00000,0.00000,0.00000,0.00000
1061310,6,27,17900,44,2274.75,1.63,406.82,12.71,1.00000,0.00000,0.00000,0.02514,0.00000,0.09637,0.01676,0.00838,0.00000,0.00000,0.01257,0.84078,0.19134,0.80866,0.00000,0.00000,0.18436,0.61592,0.01257,0.09637,0.02793,0.04469,0.00000,0.00559,0.00838,0.00000,0.00419
1061380,3,4,7575,19,1491.00,4.75,398.68,19.68,0.94059,0.05941,0.00000,0.86139,0.00000,0.00000,0.00000,0.05941,0.00000,0.00000,0.00000,0.07921,0.94719,0.05281,0.00000,0.00000,0.91419,0.00000,0.00000,0.00000,0.00000,0.02640,0.00000,0.00000,0.05941,0.00000,0.00000
1061400,5,15,7475,25,921.00,1.67,299.00,12.32,0.86957,0.12040,0.01003,0.42809,0.02007,0.06020,0.00000,0.00000,0.00000,0.00000,0.02007,0.47157,0.26087,0.59866,0.14047,0.00000,0.54849,0.03010,0.00000,0.21070,0.00000,0.07023,0.00000,0.00000,0.00000,0.14047,0.00000
1061500,1,1,4800,11,272.00,11.00,436.36,5.67,0.62500,0.00000,0.37500,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
1061580,2,14,6100,32,1887.00,2.29,190.63,30.93,0.76639,0.18443,0.04918,0.03689,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.96311,0.88525,0.09016,0.00000,0.02459,0.10246,0.22131,0.00000,0.00000,0.00000,0.67623,0.00000,0.00000,0.00000,0.00000,0.00000
1061660,4,14,12100,31,1079.00,2.21,390.32,8.92,0.96488,0.03512,0.00000,0.04132,0.12397,0.00000,0.00826,0.00000,0.00000,0.00000,0.00000,0.82645,0.03099,0.67975,0.28926,0.00000,0.09917,0.67769,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.22314,0.00000
1061700,5,23,7225,35,755.50,1.52,206.43,10.46,0.91696,0.03114,0.05190,0.22145,0.16609,0.00000,0.00000,0.00000,0.07266,0.00000,0.04152,0.49827,0.12457,0.64706,0.16609,0.06228,0.36678,0.11073,0.06228,0.04152,0.11073,0.00000,0.07266,0.02076,0.00000,0.16609,0.04844
1061730,5,17,12475,38,1366.00,2.24,328.29,10.95,1.00000,0.00000,0.00000,0.08016,0.00000,0.00000,0.62525,0.00000,0.00000,0.00802,0.01202,0.27455,0.19238,0.80762,0.00000,0.00000,0.76152,0.02004,0.21844,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1061820,1,5,22800,24,1651.00,4.80,950.00,7.24,0.83333,0.16667,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1061830,2,5,16600,24,1248.50,4.80,691.67,7.52,1.00000,0.00000,0.00000,0.10843,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.89157,0.00000,0.10843,0.00000,0.89157,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1061940,2,6,15300,29,958.00,4.83,527.59,6.26,0.66993,0.14379,0.18627,0.00000,0.63725,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36275,0.02941,0.00000,0.63725,0.33333,0.34314,0.00000,0.00000,0.00000,0.01961,0.00000,0.00000,0.00000,0.00000,0.63725,0.00000
1062120,1,5,11900,25,1242.50,5.00,476.00,10.44,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.01050,0.98950,0.00000,0.00000,0.98950,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01050,0.00000,0.00000
1062220,3,17,12075,36,924.50,2.12,335.42,7.66,1.00000,0.00000,0.00000,0.27329,0.48447,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.24224,0.01863,0.35818,0.59006,0.03313,0.36853,0.04141,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.59006,0.00000
1062270,3,6,16400,52,3517.50,8.67,315.38,21.45,0.98171,0.00000,0.01829,0.00000,0.00000,0.00000,0.00000,0.33384,0.00000,0.00000,0.45732,0.20884,0.99238,0.00762,0.00000,0.00000,0.05640,0.45732,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.48628,0.00000,0.00000
1062310,2,8,10575,23,663.50,2.88,459.78,6.27,1.00000,0.00000,0.00000,0.00000,0.78014,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.21986,0.00000,0.05674,0.88652,0.05674,0.05674,0.05674,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.88652,0.00000
1065040,4,22,7115,34,546.50,1.55,209.26,7.68,1.00000,0.00000,0.00000,0.00000,0.52706,0.00000,0.00000,0.00000,0.00000,0.01405,0.02108,0.43781,0.09838,0.12157,0.74491,0.03514,0.07379,0.28812,0.01405,0.01054,0.02811,0.00000,0.01054,0.00000,0.00000,0.56219,0.01265
1065080,2,7,9675,25,831.00,3.57,387.00,8.59,0.59690,0.37209,0.03101,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01550,0.98450,0.16279,0.00000,0.00000,0.83721,0.96124,0.01550,0.00775,0.01550,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1065100,7,22,9175,33,1037.00,1.50,278.03,11.30,0.98365,0.01635,0.00000,0.26158,0.00000,0.04905,0.19619,0.00000,0.00817,0.06540,0.02452,0.39510,0.18529,0.80381,0.00000,0.01090,0.61035,0.04905,0.26703,0.04905,0.00000,0.00000,0.00817,0.00000,0.00000,0.00000,0.01635
1065160,4,9,9325,25,1174.50,2.78,373.00,12.60,0.78820,0.19571,0.01609,0.05630,0.00000,0.45040,0.00000,0.00000,0.00000,0.38606,0.00000,0.10724,0.08847,0.86863,0.00000,0.04290,0.09920,0.00000,0.38606,0.51475,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1065340,2,2,300,2,34.00,1.00,150.00,11.33,1.00000,0.00000,0.00000,0.66667,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.33333,0.33333,0.66667,0.00000,0.00000,0.66667,0.00000,0.00000,0.00000,0.33333,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1065370,2,5,1200,5,128.00,1.00,240.00,10.67,1.00000,0.00000,0.00000,0.66667,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.33333,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1065450,1,2,5250,10,297.50,5.00,525.00,5.67,0.88571,0.00000,0.11429,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
1065510,2,19,11875,44,934.00,2.32,269.89,7.87,0.82316,0.03368,0.14316,0.00000,0.66947,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.33053,0.24632,0.08421,0.66947,0.00000,0.04000,0.04211,0.01263,0.00842,0.22737,0.00000,0.00000,0.00000,0.00000,0.66947,0.00000
1065600,3,19,12085,58,1381.55,3.05,208.36,11.43,0.85312,0.05585,0.09102,0.28134,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11791,0.60074,0.14688,0.85312,0.00000,0.00000,0.79644,0.16756,0.01241,0.00000,0.00000,0.00000,0.00000,0.00000,0.01034,0.00000,0.01324
1065650,4,17,10865,58,1173.50,3.41,187.33,10.80,0.88817,0.05200,0.05983,0.00000,0.26231,0.06903,0.00920,0.00000,0.00000,0.00000,0.00000,0.65946,0.57662,0.12425,0.26231,0.03682,0.04602,0.02071,0.44547,0.08744,0.13806,0.00000,0.00000,0.00000,0.00000,0.26231,0.00000
1065660,4,15,9200,32,1792.00,2.13,287.50,19.48,0.83696,0.11413,0.04891,0.61957,0.00000,0.00000,0.00000,0.22011,0.00000,0.00000,0.01630,0.14402,0.81250,0.16304,0.00000,0.02446,0.72283,0.01630,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26087,0.00000,0.00000
1065710,2,7,4400,13,276.50,1.86,338.46,6.28,1.00000,0.00000,0.00000,0.00000,0.88636,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11364,0.04545,0.06818,0.88636,0.00000,0.00000,0.06818,0.00000,0.00000,0.04545,0.00000,0.00000,0.00000,0.00000,0.88636,0.00000
1065780,3,11,7850,16,984.00,1.45,490.63,12.54,0.90446,0.07643,0.01911,0.00000,0.00000,0.00000,0.15287,0.00000,0.24841,0.00000,0.00000,0.59873,0.01911,0.89490,0.00000,0.08599,0.23885,0.06688,0.00000,0.00000,0.00000,0.00000,0.69427,0.00000,0.00000,0.00000,0.00000
1070040,6,21,28925,36,2026.50,1.71,803.47,7.01,0.76145,0.17632,0.06223,0.00000,0.56007,0.00778,0.00000,0.00259,0.00778,0.00000,0.00259,0.41919,0.00778,0.26621,0.56007,0.16595,0.31979,0.01296,0.02074,0.00778,0.00000,0.00000,0.00778,0.00259,0.00259,0.56007,0.06569
1070070,4,15,17525,27,1232.50,1.80,649.07,7.03,0.83452,0.14836,0.01712,0.03994,0.54779,0.00000,0.03424,0.00000,0.00000,0.00000,0.00000,0.37803,0.02140,0.09986,0.54779,0.33096,0.42653,0.02568,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.54779,0.00000
1070140,2,4,22675,26,1300.00,6.50,872.12,5.73,0.85447,0.00000,0.14553,0.00000,0.96582,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03418,0.00772,0.00000,0.99228,0.00000,0.00000,0.00000,0.00331,0.00000,0.00441,0.00000,0.00000,0.00000,0.00000,0.99228,0.00000
1070270,3,15,35250,41,4698.50,2.73,859.76,13.33,0.94326,0.00000,0.05674,0.87660,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01064,0.11277,0.37021,0.62979,0.00000,0.00000,0.91064,0.01064,0.00000,0.00000,0.06809,0.00000,0.00000,0.01064,0.00000,0.00000,0.00000
1070300,5,29,20525,41,2457.50,1.41,500.61,11.97,0.93423,0.06577,0.00000,0.09744,0.00000,0.00000,0.00000,0.00731,0.02192,0.00000,0.01462,0.85871,0.13155,0.79537,0.00000,0.07308,0.23630,0.63216,0.05481,0.00000,0.01949,0.00000,0.02192,0.02801,0.00731,0.00000,0.00000
